reviewerID,name,location,yelpJoinDate,friendCount,reviewCount,firstCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount
_DItbvuROo_QsZvlkotTZw,Nina the Bear O.,"Chicago, IL",April 2009,4,11,0,20,1,1,2,0,1
XTmRPI-FZ45lKy8UiIQy4g,Christian S.,"Chicago, IL",December 2008,0,3,0,0,0,0,1,0,0
dMnsiuWBtc_ia5zlSR2Xbw,KR N.,"Chicago, IL",December 2010,8,8,1,4,0,2,0,0,0
SJdZjR11IhlA2xYKw1hO0A,Leila N.,"Chicago, IL",March 2010,0,6,0,2,0,0,0,0,0
d_f-azwd8nsVsPkX_22D9Q,Kym P.,"Chicago, IL",September 2010,2,4,0,0,0,0,0,0,0
bLZfcU6xD2NqHr_31mguCQ,L Y.,"Chicago, IL",August 2012,0,3,0,0,0,0,0,0,0
9cvf2L90hvmzeO2ZzmuXcQ,Melanie I'm down! R.,"Carpentersville, IL",July 2012,84,51,3,183,167,174,117,135,9
-KAIODQrVtInkzDI9hmaSA,Amanda H.,"Chicago, IL",August 2012,6,2,0,1,0,0,0,0,0
ruKI02UFEyBcvow5DXoGRQ,Vanessa V.,"Portsmouth, NH",June 2008,103,1004,149,1126,422,361,115,0,11
PWxlrnOv1egbu1-BecM2AQ,laura d.,"Chicago, IL",March 2011,0,10,0,1,0,0,0,0,0
85K-RoDDrnisd8ZQxgl8Yg,Brooke M.,"Chicago, IL",December 2011,0,2,1,7,0,0,0,0,0
HGFeEzA63mm2Hb_8M58Zcw,Antonio S.,"Walnut Creek, CA",June 2011,5,3,0,1,0,0,0,0,0
wOjzFLQe47AVaI9JFXaTBw,Maria MT H.,"Hackensack, NJ",January 2011,75,145,3,75,31,33,22,33,5
6R6W_N8ogk1Lrgr9_-PLxQ,George geo M.,"Chicago, IL",November 2009,1,4,0,3,1,0,0,0,0
abFx120dRv-9jMtRxBohyg,Anita S.,"Chicago, IL",July 2011,6,2,0,8,0,0,0,0,0
ZcUNDFxnGpSVwbu93d6VFw,Michelle S.,"Cincinnati, OH",January 2011,1,5,0,3,0,0,0,0,0
iIwZQxwAwM4HCMbdzghi5w,Jake W.,"San Francisco, CA",June 2010,5,12,0,5,1,9,2,0,1
u7ZBrAmD_pUDccbdcCJsXQ,Anahit G.,"Chicago, IL",July 2010,8,20,0,16,3,2,1,0,0
eUo1EW1etVCXt1wjZ6jT3g,Brittney L.,"Chicago, IL",July 2012,0,4,0,5,1,0,0,0,0
R3CC0JrlRxuW4-nxj6kRSA,Lindsay W.,"Chicago, IL",July 2005,32,38,5,49,43,68,19,0,2
Y7NJkOHcjtNftYLg3Mqq1A,Emily D.,"Glen Allen, VA",April 2006,4,12,2,17,7,6,11,0,0
Dxf74aLwEqWcciewX8BQ-w,Clare S.,"Chicago, IL",September 2011,36,5,0,1,0,0,0,0,1
PS6Edvwma9okvTywAA2NQA,Cool G.,"Chicago, IL",August 2012,0,3,1,0,0,1,0,0,0
28c3vVqDIVeQJAPzDva55A,Ana H.,"Chicago, IL",June 2011,1,8,0,2,0,2,4,2,1
oEuneH6y_Ki1Rt4JVgkdCQ,J-Bird G.,"Saint Louis, MO",July 2011,0,35,1,14,4,8,3,2,0
-jauFSYTIitH8dp6t7-NaA,Stephany C.,"Chicago, IL",October 2009,12,15,0,3,0,1,1,13,1
1Cbgj1UQRUrXd8K-s5inag,Cristina C.,"Chicago, IL",December 2011,21,2,0,0,1,0,0,0,0
IS61FAg3J4IdcPWEU5wvdw,Ash Sass in a glass W.,"Detroit, MI",December 2009,87,22,0,57,33,31,25,0,2
0HiCiqtXjfoi9BEd7m3mfQ,jen r.,"Chicago, IL",February 2011,0,4,0,5,0,0,0,0,0
ArNu9OcRkTXGR6QeFVkDTg,Allen Ace! A.,"Chicago, IL",January 2008,42,45,2,65,18,22,18,0,0
uxzoCL6JJ2UXlqAkzpk10Q,Summer Aquatarian N.,"Honolulu, HI",November 2011,7,45,0,56,33,27,13,0,3
4kGgocSG0nubhd4SRd7wLw,Ariane S.,"Chicago, IL",January 2010,3,18,0,7,5,7,4,0,0
GqajR6vAooD943LXNoHujg,Rebecca T.,"Clawson, MI",March 2009,80,142,15,348,161,154,70,4,3
cwvH-kvUqE4UhlVdyL_BbQ,David L.,"Falls Church, VA",September 2010,3,68,2,53,6,3,2,0,1
wajtT68s7fvjzkFN2OLXsQ,Jeremy W.,"Chicago, IL",July 2008,0,2,0,8,0,0,0,0,0
Cu9hKrcBgvWKYe7RWTBSWA,Johnathan R.,"Chicago, IL",January 2010,0,5,0,20,8,1,0,0,0
1SevMLSzmXCzuAvoWkV93A,Stacey B.,"Chicago, IL",May 2012,0,2,1,0,0,0,0,0,0
nHpuqYVrRwy3Kd-AVC1Xuw,James B.,"Chicago, IL",April 2010,2,30,1,40,12,17,1,0,0
WFtw77uolB9zSS9sD4_qVA,Morenike Mo Money K.,"Chicago, IL",September 2010,16,11,0,1,1,1,0,0,0
prORfTpeBDWIACMQUM04gA,James A.,"Chicago, IL",March 2010,2,20,3,14,6,0,3,1,0
hADOV_Bg8FQfz7LKuN1YCg,Ike H.,"Chicago, IL",June 2010,0,4,0,0,0,0,0,0,0
ZBwU2P_MmlQsRHeaXt4aEQ,Mario C.,"Chicago, IL",May 2008,44,2,0,3,1,2,0,2,0
dudQ7XM7EAe-E7mOLbLr7Q,Meghan B.,"Overland Park, KS",August 2011,11,34,2,24,15,1,6,10,0
qNusQbABuUyDNxI6sA1FrQ,Andrea H.,"Chicago, IL",May 2012,1,6,0,4,1,0,0,0,0
-som8uTrsnthCJwEnJ4caQ,Erin Baumtastic B.,"Chicago, IL",September 2008,27,77,2,48,21,27,18,0,1
btoz3v3qWexZH9fwZWCRHg,jeff m.,"Chicago, IL",March 2008,9,44,6,46,33,24,9,0,1
u64Eb35ioZthzXJqOGVcYw,Ray Ray Ray R.,"San Francisco, CA",December 2008,10,44,0,29,9,16,3,0,1
Ob4ohxNr1Ob3OdoE8R3Cgg,Seijen T.,London,August 2007,34,60,2,74,54,27,5,2,2
n1SQ7EABPATxsTJhmXzv1w,JC D.,"Green Lake, Seattle, WA",February 2007,250,524,110,2433,2098,2484,2626,9,23
VcqnK1HVfvx9fQ-84KsoHQ,Dee V.,"Chicago, IL",September 2010,0,5,0,1,0,0,0,0,0
Yz1l9j9xer0yCY48ZU9_Ww,michelle s.,"Chicago, IL",July 2008,12,25,1,21,6,3,3,0,0
MA3A4YUzSOWkXoJRcfCl0g,Dala C.,"Chicago, IL",April 2009,0,10,0,3,1,0,0,0,0
3WQzf94vwMdKyiHjwl3ikA,Jarrett JC C.,"Washington, DC",February 2008,48,38,10,70,41,28,15,4,1
LaorR_hEmf9Rpu2xDDnH0g,Brian Robert F.,"Chicago, IL",November 2008,1,5,0,0,1,0,0,0,0
0V4Ra6jCmSAgFtCiORr4QA,Megan C.,"New York, NY",June 2005,2441,680,87,3140,2657,1751,2128,155,316
JhFQwnqEgmH8IZRtqCtY5A,Jennifer R.,"Chicago, IL",May 2008,2,18,2,5,3,7,4,0,1
EpmGQL91ZVHWgz8CksC9rQ,Tony F.,"Chicago, IL",January 2010,4,23,0,14,2,8,2,0,0
uPSDxsNFRJwNfq2BCGe1XQ,Mike S.,"Chicago, IL",April 2009,16,18,0,18,4,6,1,4,0
LKqxZwqqV_WGgsEHNrYwaQ,Jamie F.,"Chicago, IL",March 2010,1,5,0,14,1,1,0,0,0
lPNHD96EewKWcxxlI6HI-Q,Rebecca W.,"Chicago, IL",August 2007,18,11,2,29,18,2,2,0,0
--KXo_HCYq9hB8NOdEUMKw,Megan MJ J.,"Chicago, IL",April 2010,12,4,0,1,1,0,1,0,1
Az8eq5F1IMgL4Pnz4s7iig,Irish G.,"Chicago, IL",February 2009,0,38,0,30,5,6,1,0,0
D0G7OHtNiilclrd0dXpjjw,John A.,"Chicago, IL",March 2011,0,5,0,0,0,0,0,0,0
U1jzP79K0lhStbmp3ZDTVw,Sadie Sadie M.,"Albany, CA",May 2010,0,28,4,53,18,14,3,0,0
cKlCFFpCvjcMH6DCvebUBg,Janet C.,"Chicago, IL",August 2010,1,3,0,0,1,0,0,0,0
gbH7UrUTgEhmW97dRHXW_w,Mary D.,"Chicago, IL",August 2009,0,9,0,5,2,2,0,0,0
btar_sxJ1SzR4BRY50pv2w,Mark B.,"Chicago, IL",June 2008,0,16,0,45,3,9,0,0,0
9UUSIwKSnRJvjh9qf8_RjA,Ryan H.,"Chicago, IL",August 2010,2,6,1,24,4,2,4,0,0
lGn4egM1VGg_yrCsF87q4Q,Sarah D.,"Chicago, IL",July 2010,0,2,0,2,0,1,0,0,0
n5r3sMcTBaVMsku268Xxhg,Tom R.,"Evanston, IL",August 2009,43,58,3,66,20,37,9,6,1
F9hrkaZp8nqdcEaFbZN44Q,Kat M.,"Forest Park, IL",August 2008,28,50,9,184,113,89,58,0,5
YWViHt1YSUmKJ2At5gxN3g,Anna B.,"Los Angeles, CA",August 2007,18,166,11,302,150,99,52,1,30
L1KDxAFx5iwEybX-UKwg0A,Titilola B.,"New York, NY",March 2007,9,5,0,10,5,10,2,0,0
5kIBvBERlhuhy-xWZqHRCg,Jovanna Professional Eater F.,"Chicago, IL",July 2008,0,9,0,19,5,9,0,0,0
tGTddLCvpek_NgH7VaiTgA,grrlscoutgoneba D.,"Chicago, IL",November 2007,13,18,0,30,7,8,1,0,0
wAJ09gJCIJP8qK0-LoKYow,Brian   B.,"Chicago, IL",October 2007,2,6,0,5,5,1,0,0,0
jNJb3IF_B6Op5HnHDhHTTw,Rod roddesu H.,"Chicago, IL",January 2008,3,11,1,8,2,5,1,0,1
y28eBOYU16AWLCwONiR4KA,"Karim yeah, i'll probably eat that H.","Chicago, IL",February 2008,46,133,12,249,178,171,68,0,9
shSmIgXxzyO9t4A9J3ClLQ,Yaidi A.,"Chicago, IL",March 2006,8,6,0,9,4,1,4,0,0
sR3RfZOYsqvAsHXtWLsbeA,Julie S.,"Chicago, IL",November 2007,1,4,0,0,1,0,1,0,0
RuDcvXjy4QRojMlgEonxIQ,Nick The Tungsten Bender D.,"Chicago, IL",January 2009,5,14,1,27,18,24,6,0,0
mlTeMCsS1NieLYAYH9Z93Q,katsiaryna s.,"Chicago, IL",March 2010,1,19,1,18,8,2,0,0,0
IROD-NOrGo2uJEeVUqvwBg,Jenn R.,"Chicago, IL",July 2006,1,17,0,46,19,17,5,0,0
uJ9WphHZfcZP9HUF2RNVrQ,Johan K.,"Chicago, IL",March 2007,13,3,0,9,7,1,5,0,0
wuaQgIZm0N3TGPLAp7n0xw,Luka E.,"Chicago, IL",July 2010,4,5,0,3,2,0,0,36,1
sv3vIr1g96TXzAmBzl96uQ,Jookie K.,"La Jolla, CA",January 2006,46,78,12,128,105,44,74,0,4
vxF_CZPv-N3XOtBroLZFSg,Scott V.,"Chicago, IL",March 2007,2,36,5,45,17,5,6,0,1
5hKcbwIVX66juG-Z__SpuQ,Don F.,"Chicago, IL",February 2009,2,16,1,32,5,12,4,12,0
OaGBt1To1-cDL0xWmHCV8g,P C.,"Chicago, IL",January 2009,1,14,0,13,2,11,0,0,0
6x2eGcYko-wDEUjtF0xzAg,Matt Sleepy Z.,"Chicago, IL",February 2010,3,4,0,3,0,0,0,0,0
mjjZ47GojsIZivhBneP4jg,Elle M.,"Chicago, IL",May 2010,8,18,0,11,4,4,3,0,2
nheZFE5yBxgq270D2kJKFw,Purple R.,"Seattle, WA",December 2007,0,3,0,0,0,2,0,0,0
Nt4EP6bhf0OL5K9WtRdbiA,A C.,"Chicago, IL",March 2008,0,5,0,0,0,0,1,0,0
ONYBQ_PRXPRIcKHmJBap0w,carrie g.,"Chicago, IL",May 2008,19,37,7,50,22,12,14,3,1
m-2lsMLw6H140wVhGCa-Tw,Mike I rate for a bell curve C.,"Brooklyn, NY",August 2006,24,322,5,84,47,54,32,0,3
zKFHE26aM5s5Ynbf5w-Vew,Noura run lola K.,"Buford, GA",February 2010,3,19,1,14,7,3,3,0,0
pf1k3YdvQnmTIdDO-BBGXg,Maija T.,IL,February 2007,9,16,0,13,11,4,8,0,0
S3gNrUh7N9oWoackKlHGMQ,Marcus L. C.,"Boston, MA",May 2006,131,778,43,342,225,354,108,0,9
ziejN21Y4dwUgItJUS25aQ,W S.,"Chicago, IL",June 2010,0,3,0,0,0,0,0,0,0
C_uF7oeod517nh0nhjg2BQ,James J.,"Chicago, IL",February 2008,11,25,0,32,6,4,1,14,1
-YldR077YHNelbmw9ZHbnA,Kristina F.,"Hoboken, NJ",July 2006,75,284,53,485,263,151,111,13,26
17kzQqeM5Na2bacWU5r3dg,Steven Stevie B.,"Boston, MA",May 2009,39,17,2,9,9,1,8,17,1
Swl_KKCMRrjCeaJLGNAebw,Brianna D.,"Chicago, IL",November 2008,13,36,2,68,18,4,0,0,0
yER51dfpVcBn8RRr6Bua1w,Antone R.,"Brooklyn, NY",October 2007,26,31,1,17,7,19,7,0,0
cxMScajVuwQEQ1jzJqr08Q,Leigh H.,"Reston, VA",November 2009,14,7,0,8,2,3,7,4,0
Gu8Xxo9FTX6jQZOHBCO9RQ,michael 99% m.,"Tempe, AZ",August 2008,4,6,0,8,1,7,4,0,1
1XlzcRWcpismkK9rIjh14g,Suzanne Muse Amusing C.,"Chicago, IL",August 2005,15,32,10,26,14,8,3,0,1
iAQFuIzxu0WKRpgmqhDbdA,Kelly H.,"Denver, CO",February 2009,9,17,0,24,8,8,2,0,1
TEnioRcn8z5zP381Lzd1Jw,Ignacio B.,"Chicago, IL",April 2009,4,4,0,3,0,2,1,0,0
sTfvB7j5bIf_6NFj8MpEYw,Lori i'll have the business woman's special M.,"Boston, MA",October 2005,18,70,4,81,39,17,15,0,1
FjOUBhA2xpVmhg2hECzGLw,Sam A.,"Chicago, IL",September 2009,5,10,2,6,1,9,1,4,1
jazD-bcXfybmUh_oGnYYJg,Michele R.,"Chicago, IL",August 2010,1,3,0,0,0,0,0,0,0
pwkxfXaSuJycTETSgZVBMw,Katheryn S.,"Chicago, IL",December 2007,2,9,0,4,0,0,0,0,0
W9X0556AXXHNb7f6RNMLVw,Jessie K.,"Chicago, IL",February 2009,12,8,0,19,0,0,0,0,0
B9_Vcowcio2j-agMQ9hB3A,colleen c.,"Chicago, IL",May 2008,1,7,0,18,18,11,1,0,0
7c9GX0d1Xyu7KmQeG4QAyQ,Nick N.,"Chicago, IL",November 2008,2,6,0,10,2,0,0,1,0
7whu1Q5QdR9uohEIB8g_ZQ,Craig Dude Dad N.,"Chicago, IL",December 2008,1,9,0,4,1,0,1,0,0
0aPIhvzpYHy5UmZOiNt28w,Ashley L.,"Los Angeles, CA",July 2010,2,17,0,22,8,0,1,0,2
dQw45ZSq5Zk3JNqVYVtisg,Dawn P.,"Chicago, IL",January 2010,7,4,0,0,0,0,0,1,0
E4SzqPyo_NUjIUd3QatD5Q,Marie J.,"Chicago, IL",November 2008,0,9,0,6,5,4,0,0,0
gaXaNjVuLZR0dpEFFwbR2w,Garret H.,"Chicago, IL",July 2008,0,5,0,1,1,0,0,0,0
JuvUFFfm4Ps8uafauNtnEA,Matt H.,"Chicago, IL",April 2009,1,3,0,1,0,0,0,1,0
kw7-DcHaJAy376uUhoGpKw,Katelyn L.,"Denver, CO",February 2010,0,14,0,15,2,0,0,0,0
kunbI8J4DG813LIosg66gA,Maria C.,"Chicago, IL",April 2010,0,8,1,12,3,2,0,0,0
P13hz4ZsnBSZVjDC7L-rEg,Magaly OhMyGolly O.,"Chicago, IL",July 2009,0,6,0,2,2,2,1,0,0
thl-arhX-dWxINdQPVRa3g,Joseph M.,"Chicago, IL",July 2011,0,6,0,2,1,4,0,0,0
2yxvo4cM7mwu07zF_sYsdA,Vanny Van K.,"Folsom, PA",November 2010,2,15,0,21,5,13,8,0,2
QKYF02JUjJD9epR-OC_qQg,Gabrielle L.,"Chicago, IL",November 2009,1,6,0,11,4,2,0,0,0
uUKjCVrcYCL3Y4CJKHjInw,Elaine V.,"Chicago, IL",May 2010,13,5,0,2,2,2,0,1,1
rD8FKBeFoF7RsWJ8dPbrDw,Kellie S.,"Chicago, IL",January 2011,0,2,0,2,0,0,0,0,0
J-28QfLkj85ZAnzp8VZB7A,Samantha C.,"Oakland, CA",May 2010,16,12,0,4,3,2,0,0,0
UL25wWA961BH_goVaw10gQ,Jim F.,"Chicago, IL",February 2009,0,18,1,15,2,5,0,0,0
BhyIZcAzVZfcYg1EvpVy4w,Denise Frugal Foodie M.,"Toronto, ON",September 2008,35,77,18,165,95,44,84,0,5
wDyi1XHJBmoCt0trZdD3KQ,Samantha HollywoodTitties N.,"Chicago, IL",March 2009,1,4,0,7,0,1,0,0,0
nwCty43HonPeAsrIAcBZMQ,Mike S.,"Chicago, IL",April 2011,0,1,0,0,0,0,0,0,0
NiFwFeJkoWCFjB3fkWHY3Q,Tam Glorious Red H.,"Chicago, IL",April 2009,70,119,3,198,49,53,24,6,4
7rK-lMF2rrrd_i1PlHYmEA,Vanessa Z. Z.,"Chicago, IL",February 2008,3,29,0,56,8,12,4,1,0
TsFhyEOVvcBitYx02-rPyA,D Redbones Truths B.,"Chicago, IL",January 2008,1,24,9,16,9,3,1,0,0
3ZjC7SsSuTCN6zk1W0Cgig,Gil M.,"Chicago, IL",October 2008,8,14,2,12,3,14,2,0,0
6YXlv9nPZzmzbDTa_lxLfQ,Susan marie C.,"Carol Stream, IL",January 2011,26,67,2,42,12,21,3,33,2
8jUqXeT1apZBNAPo5zRhyQ,Erin S.,IL,January 2007,2,20,3,33,7,13,2,0,0
8Vz-VJ_yZsh9jqrx02OJuw,Shauna B.,"Chicago, IL",November 2008,8,42,2,49,18,20,8,0,0
uVyhXxP4PpBFBNl3eNtmQw,Katy P.,"Chicago, IL",February 2008,0,16,1,18,3,6,0,0,0
FGvOnhqv73fZbtp4aga4jA,Joseph B.,"Chicago, IL",September 2008,0,16,1,7,7,0,0,0,0
VMpdMEdZ29IHydtZo33f2g,M J.,"Chicago, IL",July 2008,0,14,0,7,3,0,0,0,1
qXvGJGpBsLicUTXx96R8HQ,Mandy H.,"Chicago, IL",September 2011,0,2,0,1,1,0,0,0,0
dG4SqubvLEQjSazB6K-EXg,B 2 tha mahfuggin G.,"Chicago, IL",January 2009,3,12,0,12,8,7,1,0,0
T-NxvipKmHb4uNwbpp9FRA,Ryan Fit to Eat M.,"Chicago, IL",January 2009,1,2,0,0,0,0,0,0,0
idHxyKLB6n9faO91k8b3ww,David B.,"Cook, IL",October 2009,0,25,0,3,1,0,0,0,0
_erqDX1TSu3yjnGEZw5NLQ,Tina chigirl123 J.,"Chicago, IL",February 2010,0,3,0,7,0,0,0,0,0
Vwbt8JJMNiZw986VXeGgZQ,Beven O.,"Chicago, IL",November 2008,2,6,0,1,0,0,0,0,0
wPeB_a1S2hw0dh_ewcH7_g,Rebecca C.,"Chicago, IL",November 2008,0,4,1,2,2,1,0,0,0
8Fa_YAg29U-UlvQp1JTyiw,Dave G.,"Allen Park, MI",August 2008,9,50,19,68,27,16,15,0,1
ySR9XVfhmaeaHUssJHKt2w,Ms K.,"Manhattan, NY",May 2012,1,17,0,5,1,2,2,14,0
oCdVqXYVDBvFhfasgE9KmQ,Lyndon Lp P.,"Cassopolis, MI",January 2011,0,12,2,4,4,0,0,28,0
qrJltg_3NK91bPspzo8RAQ,Cynthia T.,"Absecon, NJ",September 2010,21,5,1,1,0,0,2,0,1
HbdvxfY7oYFc5x6OrIl70A,Audrey H.,"Chicago, IL",March 2009,32,10,1,7,2,1,2,4,1
VyhHQcqQ8oUkizTW47XltQ,Adam P.,"Atlanta, GA",August 2011,4,3,0,1,0,0,0,0,0
qYAYwpiu6BCydBKavj3eQQ,becky Ben a Drill R.,"Chicago, IL",September 2009,7,16,0,21,10,12,0,0,3
33huQR08UZnfNbT38BH9Tg,Katie S.,"Milwaukee, WI",April 2011,1,43,2,52,31,30,7,0,1
87OQHu1g9Cv9Sw5oGU-gLw,Kristy N.,"Elmhurst, IL",June 2009,4,8,0,1,1,2,1,0,0
j41ZjPFwSqsXKmvRqxyULg,Ron The Bilingual Gringo U.,"Falls Church, VA",July 2010,29,124,16,60,17,21,10,6,1
w8JuNWW1fQlFYR8BLPOUkg,Monica S.,"New York, NY",February 2010,8,9,0,9,3,2,2,3,0
A3Rahgq3ufx81IjbEfAbGg,Valerie The Yelp Whisperer W.,"Portland, OR",March 2011,180,393,14,403,160,112,230,38,10
i6w1V5iPWdYKVPnZLOeLkA,Lisette Zetti C.,"Woodland Hills, CA",November 2009,88,166,4,128,55,72,54,23,4
OlEtNrzstvwbB0Pc_lPy7A,RJ E.,"Chicago, IL",December 2009,0,9,0,8,1,1,0,0,0
yVMvS4Q7JTxHALm8CTwSZQ,Robert Waltimore U.,"Brentwood, TN",March 2011,13,167,24,80,37,38,36,43,0
_mR9O0_zV-Fg1e2BFR_WQA,Jess R.,"Tulsa, OK",June 2008,0,15,3,16,1,0,0,0,1
cO_lRliF2CmA7FvZI354Zw,Julia S.,"Chicago, IL",July 2009,0,9,0,6,0,2,1,0,0
DQP76A3a5bLRISK1r42z9A,Leila S.,"Houston, TX",March 2008,32,125,21,236,123,45,34,0,4
ivtq3itoRlVU3pLs3KkHxg,Olena P.,"Chicago, IL",March 2012,0,1,0,0,0,0,0,0,0
kC_k1womuARp3gs4u_lrOw,Jenny C.,"Brooklyn, NY",August 2010,6,38,0,9,4,1,2,0,1
IfUZagRQlWILg-Y5FS0rBQ,Anthony Muscles Marinara M.,"Hoboken, NJ",February 2009,68,204,31,192,88,108,70,66,4
zh9vPYEETbOxivf1Ed4p-Q,Laura L.,"Fullerton, CA",June 2012,5,28,0,27,19,10,15,2,1
QbcI5G8Qj2X5jV-ncrHnww,Andria T.,"Providence, RI",July 2011,17,64,1,57,27,26,24,0,3
uULMNkrcxCu-Xek1oitMbw,Jaime C.,"Chicago, IL",August 2007,14,14,1,64,57,86,25,0,0
uoJwhPmgTmvs3GYkMhjkpw,charles i.,"Dallas, TX",September 2011,0,28,2,8,2,3,1,0,0
7v_Ga7ABZbulxg_at3igqQ,Eric M.,"Paw Paw, IL",December 2010,0,6,1,5,3,3,0,0,0
tE0aznXzQo-JRbHHHoFmfw,Mary citrusblack C.,"Richmond Hill, ON",February 2012,35,46,0,59,34,9,45,6,4
3IYAg_uv6w4N9-KF5nerKg,Paul Ekin H.,"Flushing, NY",July 2010,20,73,0,89,22,34,26,0,5
5jxawiH65qeJxgUSl5Lvcw,Vee The Veaster Bunny V.,"Alpharetta, GA",June 2009,12,110,13,78,19,12,10,21,0
nsF2-F9U_R7P3n-6HO8O4Q,Katrina M.,"Atlanta, GA",April 2011,51,73,0,68,49,25,54,24,1
LVyVwSP6azat1l58Ss5fDQ,Melanie E.,IL,February 2007,1,6,0,11,9,0,1,0,0
G0WGyIVuo-QnpTovGLaM8w,Ellie Q.,"Miami, FL",April 2010,7,23,1,4,1,0,1,38,1
qtOMwujQhazeL3ZId1mcDw,agnes b.,"Corvallis, OR",August 2007,50,202,50,398,285,274,65,0,11
JTP5g8sYwN7vP7bhbegsow,Elle F.,"Chicago, IL",July 2009,1,15,1,16,2,4,0,0,1
R5gtpmlLCf9spaDVzXV-5Q,David Dizmix L.,"Los Angeles, CA",July 2010,22,8,0,0,0,0,0,2,0
VmzyM5AkiDssZAuI3sN7Rg,James M.,"Milwaukee, WI",September 2011,1,4,0,0,0,0,2,6,0
6CqpYmFZkAMJoc6ZBs6ogw,Skylar C.,"Chicago, IL",March 2006,8,49,1,24,11,0,10,0,1
EUPVv67ex2ixmYgYakizog,Karita P.,"Gardena, CA",October 2010,9,142,4,91,30,41,13,12,0
_CZ87zelhp37qmJBwepHuQ,Alexandra B.,"Malden, MA",March 2012,0,3,0,3,0,0,0,0,0
5OQbt2SbGUqunDLgjjNLDg,Joan JoanB B.,"Chicago, IL",February 2010,0,8,0,2,0,2,0,0,0
Rot68bhxFMYgbZKmsKlA1g,Dana A.,"Chicago, IL",May 2011,7,14,0,8,6,1,0,0,0
ocmPEFfn_n42jCanB5F44A,Megan B.,"St Louis, MO",August 2010,7,6,0,0,0,2,1,1,0
jm_itEOYYxshXgSqbRl9NQ,john g.,"Austin, TX",July 2008,0,92,4,45,7,10,3,6,0
OiBmu84gTMZhWqDi2PXhCQ,Alan V.,"Fontana, CA",November 2010,8,83,4,9,8,2,2,4,0
1AgxNI8CUttTfXYuO0tO_A,Valerie Vegas Val C.,"San Francisco, CA",May 2008,169,129,1,144,114,158,60,1,11
vAHEKixRRYJEbHrWMHcZpw,Carrie P.,"Champaign, IL",March 2012,1,11,0,10,2,0,0,0,0
wFmNio6u86a-5OR_YhEwUw,Benica B.,"Bergenfield, NJ",July 2012,0,4,0,0,0,0,0,0,0
pU_0h21iQtpPIsiVqnKCFQ,Hope Hope R.,"Chicago, IL",April 2009,0,6,0,4,1,1,0,0,0
lZ0BZ7NWLBK5XgCQUA1ICA,Rasien _sien_ I.,"Sun Valley, CA",May 2010,756,479,22,1333,1030,766,685,462,29
MZIMKR7avkG5F5MRIkCL4A,Scott B.,"Austin, TX",August 2010,2,35,1,13,2,2,1,3,0
JK8aciYyHaMgukO1hc5RZA,Brian C.,"New York, NY",May 2010,6,62,2,33,4,16,3,0,1
dpg6B1ooF5rYjKSgUvkcxQ,April W.,"Knoxville, TN",June 2012,4,35,4,21,1,0,8,0,1
GNQFSRVkgwVYLj6LyF9Xpg,Damon Dame R.,"Milwaukee, WI",February 2011,2,62,8,79,26,30,12,0,1
nSorHK8zv_8D41i6DEsf9A,Rubin K.,"Los Angeles, CA",February 2010,40,196,0,135,69,54,27,14,4
LKBeVN0Y-xNxCMVkEglVxA,Jim Picky Eater T.,"Hayward, CA",September 2008,0,262,11,148,20,22,0,0,0
lQHK8ZRMmYu2e9eUwU23cw,David M.,"Boston, MA",May 2008,0,184,7,43,15,20,1,0,0
tX8086SRvmbI3sCiIn8x0g,Devinie L.,"Rockville, MD",February 2010,0,39,1,24,6,14,1,0,0
KuWinB-X5QpPyWHdAXFfJQ,Shannon H.,"San Diego, CA",July 2009,23,83,0,24,19,22,1,122,2
zgtll4XHoIvFesN8HWOJ9A,Henry T.,"Chicago, IL",June 2008,0,3,1,0,0,0,0,0,0
FZQXGfmkMASFWq3JnuQZqg,Tu-van I am awesome! L.,"Rockville, MD",January 2006,157,1114,203,3147,3102,895,1454,46,44
42eL8VosYFbOqlHhMjiSOA,Doris the partera U.,"San Leandro, CA",October 2009,4,80,0,23,8,3,3,52,0
pFP81h5Q54fE_jDZ6JAV7Q,Amber K.,"Durham, NC",January 2011,25,131,15,206,57,29,46,14,2
BibABXggCleZ4QNjiOjJkQ,Eugene L.,"Austin, TX",April 2011,30,73,3,102,67,64,19,0,2
oSq0NKO2x_DEllpua-xgrQ,Roy P.,"West Hollywood, CA",November 2009,47,176,4,117,31,55,14,0,2
MJLV3WfXk47YQggO4FDFmg,Kendall T.,"St Petersburg, FL",October 2010,22,11,1,6,1,0,3,40,1
l1e5ExtlGJqsiCxk7lhbTw,Kristi W.,"Chicago, IL",August 2011,2,13,0,1,0,2,0,2,0
Ps4K7Sg0235oJBx54JZPHw,John S.,"Lakeview, Chicago, IL",May 2011,3,1,0,0,0,0,1,21,0
nErzjwoc1GeS64kYfE4xBw,Linda W.,"Boston, MA",August 2007,7,45,1,22,17,2,8,0,0
Ab_PNnK4rXBogPVf1hO3_g,Victor V.,"Milpitas, CA",June 2011,18,9,0,11,2,3,2,86,0
Lk_tN_FSf26DJxv4p8iINw,Jeff L.,"Tempe, AZ",May 2009,3,1,0,1,1,0,2,0,0
yWLU-Bg-GOd22QKkfwCSLQ,Jana S.,"Davis, CA",September 2011,0,8,0,3,2,3,0,0,0
